suburbName,value
BARTON,47886557
BARTON,47886557
CANBERRA,47886557
CAPITAL HILL,47886557
DEAKIN,47886557
DUNTROON,47886557
FAIRBAIRN RAAF,47886557
HARMAN,47886557
HMAS HARMAN,47886557
PARKES,47886557
PARLIAMENT HOUSE,47886557
RUSSELL,47886557
RUSSELL HILL,47886557
YARRALUMLA,47886557
ACTON,14741959
BLACK MOUNTAIN,14741959
CANBERRA,14741959
CITY,14741959
AINSLIE,90404532
DICKSON,90404532
DOWNER,90404532
HACKETT,90404532
LYNEHAM,90404532
O'CONNOR,90404532
WATSON,90404532
FORREST,56228331
GRIFFITH,56228331
MANUKA,56228331
RED HILL,56228331
CAUSEWAY,49549668
KINGSTON,49549668
NARRABUNDAH,49549668
CURTIN,43962374
GARRAN,43962374
HUGHES,43962374
CHIFLEY,38097789
LYONS,38097789
O'MALLEY,38097789
PHILLIP,38097789
SWINGER HILL,38097789
WODEN,38097789
FARRER,49109334
ISAACS,49109334
MAWSON,49109334
PEARCE,49109334
TORRENS,49109334
CANBERRA INTERNATIONAL AIRPORT,2373709
FYSHWICK,2373709
PIALLIGO,2373709
SYMONSTON,2373709
CANBERRA MC,210401
BRINDABELLA,85755467
CHAPMAN,85755467
DUFFY,85755467
FISHER,85755467
HOLDER,85755467
MOUNT STROMLO,85755467
PIERCES CREEK,85755467
RIVETT,85755467
STIRLING,85755467
URIARRA,85755467
URIARRA FOREST,85755467
WARAMANGA,85755467
WESTON,85755467
WESTON CREEK,85755467
BRADDON,58643431
CAMPBELL,58643431
REID,58643431
TURNER,58643431
ARANDA,50329992
COOK,50329992
HAWKER,50329992
JAMISON CENTRE,50329992
MACQUARIE,50329992
PAGE,50329992
SCULLIN,50329992
WEETANGERA,50329992
CHARNWOOD,71602262
DUNLOP,71602262
FOREY,71602262
FLYNN,71602262
FRASER,71602262
HIGGINS,71602262
HOLT,71602262
KIPPAX,71602262
KIPPAX CENTRE,71602262
LATHAM,71602262
MACGREGOR,71602262
MELBA,71602262
SPENCE,71602262
BELCONNEN,1184458
BELCONNEN,84289308
BELCONNEN DC,84289308
BRUCE,84289308
EVATT,84289308
GIRALANG,84289308
KALEEN,84289308
LAWSON,84289308
MCKELLAR,84289308
GREENWAY,6031779
TUGGERANONG,6031779
KAMBAH,611533
ERINDALE CENTRE,29436175
OXLEY,20028041
WANNIASSA,20028041
FADDEN,33470188
GOWRIE,33470188
MACARTHUR,33470188
MONASH,33470188
BONYTHON,47768611
CALWELL,47768611
CHISHOLM,47768611
GILMORE,47768611
ISABELLA PLAINS,47768611
RICHARDSON,47768611
THEORDORE,47768611
BANKS,30383712
CONDER,30383712
GORDON,30383712
CRACE,16921314
MITCHELL,16921314
FRANKLIN,19978317
GINNINDERRA VILLAGE,96274841
NGUNNAWAL,96274841
NICHOLLS,96274841
PALMERSTON,96274841
AMAROO,82354899
BONNER,82354899
FORDE,82354899
HARRISON,997029


GUNGAHLIN,131421231
JACKA,129203193
TAYLOR,128244792
CASEY,137656341
HALL,129983572
THROSBY,13898724
FLOREY,129104121
CANBERRA CENTRAL,122941382
MOLONGLO VALLEY,114793203
MOLONGLO,134353474
DENMAN PROSPECT,129239173
COOMBS,138902342
WODEN VALLEY,135174214

MAJURA,12732413
CANBERRA AIRPORT,129425412
KOWEN,19977212
JERRABOMBERRA,18247244
BEARD,18232342
HUME,18319131
THEODORE,18152354

MACNAMARA,12412402
COREE,1731413
STROMLO,15373621
PADDYS RIVER,11245234
TENNENT,11984293
COTTER RIVER,1239822
RENDEZVOUS CREEK,12752411
BOOTH,11374301
MOUNT CLEAR,12924421
